"rotten_tomatoes_link","critic_name","top_critic","publisher_name","review_type","review_score","review_date","review_content","letter_grade","numeric_score","binary_score_numeric","normalized_score"
"m/1193230-state_of_play","","False","The Mail on Sunday (UK)","Fresh","","2009-04-28","Scots director Kevin MacDonald has created a film for our times with a smart conspiracy drama which quietly reels you in.",NA,NA,1,NA
"m/1193303-1193303-trumbo","","True","Entertainment Weekly","Fresh","","2007-09-10","","B+",7,1,0.444501530470709
"m/1193377-chapter_27","","False","Bullz-Eye.com","Rotten","1.5/5","2008-10-18","",NA,3,0,-1.28651507417694
"m/1193825-noise","","True","Entertainment Weekly","Fresh","","2007-10-22","","B",6,1,0.0117473793087968
"m/1193825-noise","","False","Slant Magazine","Rotten","1.5/4","2008-05-09","",NA,3.75,0,-0.961949460805507
"m/1194209-elegy","","False","The Sun (UK)","Rotten","2/5","2008-08-08","To this thirtysomething critic, though, it seems to be short on wisdom.",NA,4,0,-0.853760923015028
"m/1194209-elegy","","False","Daily Mirror (UK)","Fresh","","2008-08-08","An often stodgy film with an unsympathetic central character and far too many tinkling pianos on the soundtrack, it's also an enjoyable, contemplative movie that you don't have to be male and over the hill to enjoy. Although it will help.",NA,NA,1,NA
"m/1194209-elegy","","True","Daily Telegraph (UK)","Rotten","","2008-08-08","There's bracing stuff here about male insecurity and cowardice when it comes to the crunch, but for all Kepesh's worldliness, his character is nothing else but a walking clich.",NA,NA,0,NA
"m/1194209-elegy","","True","St. Louis Post-Dispatch","Fresh","","2008-10-18","","B-",5,1,-0.421006771853116
"m/1194209-elegy","","False","National Post","Fresh","3/4","2008-10-18","",NA,7.5,1,0.660878606051666
"m/1194515-ice_age_dawn_of_the_dinosaurs","","False","National Post","Rotten","2.5/4","2009-07-01","",NA,6.25,0,0.119935917099275
"m/1194515-ice_age_dawn_of_the_dinosaurs","","False","Heat Magazine","Fresh","4/5","2009-07-03","Fantastic animation, lively dialogue and some terrific new characters spice up this franchise. It'll delight existing fans and probably win over some new ones too.",NA,8,1,0.877255681632622
"m/1194515-ice_age_dawn_of_the_dinosaurs","","False","Irish Times","Rotten","2/5","2009-07-03","",NA,4,0,-0.853760923015028
"m/1194515-ice_age_dawn_of_the_dinosaurs","","False","The Sun (UK)","Fresh","4/5","2009-07-03","Ice Age is cool and if you want to shield your kids from the sun for a while, this is one diversion they'll love.",NA,8,1,0.877255681632622
"m/1194515-ice_age_dawn_of_the_dinosaurs","","False","The Mail on Sunday (UK)","Fresh","4/5","2009-07-03","The mix of knockabout humour for the kids and more sophisticated stuff for grown-ups is spot on and the major strength at the centre of it all is a witty script.",NA,8,1,0.877255681632622
"m/1194524-high_school_musical_3_senior_year","","False","Total Film","Rotten","2/5","2008-10-24","Then there's the sheer volume, colour and stage-brat exuberance that breezes the wispy plot (will the last spring musical come together?) from one forgettable hi-energy dance number to the next.",NA,4,0,-0.853760923015028
"m/1194524-high_school_musical_3_senior_year","","False","Daily Mirror (UK)","Rotten","","2008-10-24","In fact, whether you find it a piece of harmless, escapist fun with a gorgeous cast or two hours of cultural genocide filled with creepy robo-teens will depend on whether you're under or over 14.",NA,NA,0,NA
"m/1194524-high_school_musical_3_senior_year","","False","The Sun (UK)","Fresh","3/5","2008-10-24","In an increasingly fragile world, High School Musical represents a constant slice of positive energy.",NA,6,1,0.0117473793087968
"m/1194524-high_school_musical_3_senior_year","","True","Arizona Republic","Rotten","2.5/5","2008-10-24","",NA,5,0,-0.421006771853116
"m/1194524-high_school_musical_3_senior_year","","False","Bullz-Eye.com","Fresh","3/5","2008-10-24","",NA,6,1,0.0117473793087968
"m/1194524-high_school_musical_3_senior_year","","True","St. Louis Post-Dispatch","Fresh","3.5/4","2008-10-24","",NA,8.75,1,1.20182129500406
"m/1194524-high_school_musical_3_senior_year","","False","National Post","Rotten","2.5/4","2008-10-24","",NA,6.25,0,0.119935917099275
"m/1194589-heart_of_the_beholder","","False","Film Threat","Fresh","3/5","2006-01-09","",NA,6,1,0.0117473793087968
"m/1194589-heart_of_the_beholder","","False","Film Threat","Fresh","3.5/5","2007-06-05","",NA,7,1,0.444501530470709
"m/1194818-encounters_at_the_end_of_the_world","","False","Film Threat","Fresh","4/5","2008-07-29","As fans of his work know, Herzog has always had more than a smidge of charlatan in him. But rather than act as if he doesn't, Herzog embraces this aspect of his personality in his films.",NA,8,1,0.877255681632622
"m/1194818-encounters_at_the_end_of_the_world","","True","St. Louis Post-Dispatch","Fresh","","2008-10-18","","B+",7,1,0.444501530470709
"m/1194818-encounters_at_the_end_of_the_world","","False","National Post","Fresh","3/4","2008-10-18","",NA,7.5,1,0.660878606051666
"m/1194818-encounters_at_the_end_of_the_world","","True","Little White Lies","Fresh","4/5","2009-04-24","As a nature documentary it's nothing special. But that was never the intent. As an observational study of people and place, it's truly fascinating.",NA,8,1,0.877255681632622
"m/1194818-encounters_at_the_end_of_the_world","","True","London Evening Standard","Fresh","3/5","2009-04-24","The film is beautifully shot both under the ice, where creatures roam in a place that would rival any sci-fi horror.",NA,6,1,0.0117473793087968
"m/1194949-wolfman","","False","FHM [UK]","Fresh","3/5","2010-02-16","A good film, well produced with great sound and guaranteed shocks.",NA,6,1,0.0117473793087968
"m/1194949-wolfman","","True","Little White Lies","Rotten","","2010-02-16","The Wolfman delivers plenty of scares and an abundance of eviscerations, but director Joe Johnston doesn't take the film anywhere unexpected.",NA,NA,0,NA
"m/1194949-wolfman","","True","Independent (UK)","Rotten","2/5","2010-02-16","The magic appears to have deserted Mr Baker, because at the appearance of the hirsute fiend what I heard in the stalls wasn't gasps of horror but giggles of mirth.",NA,4,0,-0.853760923015028
"m/1195103-happy_go_lucky","","False","National Post","Fresh","3/4","2008-09-09","",NA,7.5,1,0.660878606051666
"m/1195103-happy_go_lucky","","True","St. Louis Post-Dispatch","Fresh","4/4","2008-10-10","",NA,10,1,1.74276398395645
"m/1195103-happy_go_lucky","","False","Bullz-Eye.com","Fresh","3/5","2008-10-10","",NA,6,1,0.0117473793087968
"m/1195800-my_winnipeg","","False","L.A. Weekly","Fresh","","2008-06-19","Restaging his youth but making his own detours, Maddin transforms Winnipeg into a city of mystery.",NA,NA,1,NA
"m/1195800-my_winnipeg","","True","St. Louis Post-Dispatch","Fresh","","2008-10-18","","A-",8,1,0.877255681632622
"m/1195800-my_winnipeg","","False","National Post","Fresh","3/4","2008-10-18","",NA,7.5,1,0.660878606051666
"m/1195801-space_chimps","","True","London Evening Standard","Rotten","2/5","2008-08-01","The film is pacy, full of humour rather than thrills and not too long. Not for connoisseurs of animation but fun for the young.",NA,4,0,-0.853760923015028
"m/1195801-space_chimps","","False","Metro","Rotten","2/5","2008-08-01","What with WALL-E knocking all other 3D-animated contenders off the planet, there's even less reason than usual to bother with a charmlessly garish CGI cartoon about, you guessed it, some chimps in space.",NA,4,0,-0.853760923015028
"m/1195801-space_chimps","","False","Daily Mirror (UK)","Rotten","","2008-08-01","So, as our badly animated apes are sent to an alien planet for dull-as-ditchwater adventures with a population of little green men, the film doesn't just stoop in pursuit of a buck, it shimmies beneath the bar to record a new low.",NA,NA,0,NA
"m/1195801-space_chimps","","True","Times (UK)","Rotten","1/5","2008-08-01","Unfortunately, the film-makers assume that pre-adolescent audiences will only identify with a smug, hyperactive central character such as the Andy Samburg-voiced Ham. Still, it's remarkable that they managed to smuggle an oral sex joke into a U-rated film",NA,2,0,-1.71926922533885
"m/1195801-space_chimps","","True","St. Louis Post-Dispatch","Rotten","","2008-10-18","","D",1,0,-2.15202337650077
"m/1195801-space_chimps","","False","National Post","Rotten","1.5/4","2008-10-18","",NA,3.75,0,-0.961949460805507
"m/1196077-cloudy_with_a_chance_of_meatballs","","True","London Evening Standard","Fresh","4/5","2009-09-18","This is a sweet morsel that's good for your health. Fight the power and tuck in.",NA,8,1,0.877255681632622
"m/1196077-cloudy_with_a_chance_of_meatballs","","False","The Sun (UK)","Fresh","4/5","2009-09-18","Cloudy With A Chance of Meatballs serves up a riot of colour, absurdity and fun.",NA,8,1,0.877255681632622
"m/1196077-cloudy_with_a_chance_of_meatballs","","False","Irish Times","Fresh","3/5","2009-09-18","",NA,6,1,0.0117473793087968
"m/1196077-cloudy_with_a_chance_of_meatballs","","False","National Post","Fresh","4/4","2009-09-18","",NA,10,1,1.74276398395645
"m/1196077-cloudy_with_a_chance_of_meatballs","","False","Unknown2","Fresh","4/5","2009-11-26","The superb thing about Cloudy With A Chance Of Meatballs is that it never once shies away from its ludicrous premise.",NA,8,1,0.877255681632622
"m/1196077-cloudy_with_a_chance_of_meatballs","","False","V Music","Fresh","4/5","2009-12-03","It's rare for a family film to deliver the goods with both story and visuals, but this insanely fun and fast-paced flick doesn't skimp on either.",NA,8,1,0.877255681632622
"m/1196177-lou_reeds_berlin","","False","Total Film","Fresh","3/5","2008-07-22","If you don't like the music, there's nothing to see here.",NA,6,1,0.0117473793087968
"m/1196177-lou_reeds_berlin","","False","Daily Mirror (UK)","Rotten","","2008-07-25","Reed, who's looking more and more like a Bond villain, comes close to smiling at one point, although the chances are you won't.",NA,NA,0,NA
"m/1196215-lakeview_terrace","","False","Bullz-Eye.com","Rotten","2.5/5","2008-10-18","",NA,5,0,-0.421006771853116
"m/1196215-lakeview_terrace","","False","National Post","Rotten","2.5/4","2008-10-18","",NA,6.25,0,0.119935917099275
"m/1196215-lakeview_terrace","","False","Total Film","Fresh","3/5","2008-12-05","Lacking even a Changing Lanes level of insight into America's racial partition, this old-school, domestic-invasion thriller still has Samuel L Jackson's twisted enforcer to push the right buttons.",NA,6,1,0.0117473793087968
"m/1196215-lakeview_terrace","","False","The Sun (UK)","Fresh","3/5","2008-12-05","It's uncomfortable viewing.",NA,6,1,0.0117473793087968
"m/1196215-lakeview_terrace","","False","Metro (UK)","Fresh","3/5","2008-12-05","The script provocatively plays on white middle-class liberal fears and the direction is deft, but characters are flimsy and even Jackson can't force you to swallow a final act that's hysterical - and not in a good way.",NA,6,1,0.0117473793087968
"m/1196221-quarantine","","False","Total Film","Fresh","3/5","2008-11-21","Despite tweaking the format, Quarantine successfully replicates the claustrophobic tension of [REC] and cranks up the sudden eruptions of frenzied violence, making it as much of a white-knuckle terror ride as it was the first time around.",NA,6,1,0.0117473793087968
"m/1196221-quarantine","","False","Daily Mirror (UK)","Fresh","4/5","2008-11-21","I raved about the oddly-titled Spanish horror [Rec], saying it turned the terror up to 10. Now, as night follows day, it's time for a Hollywood remake - and the result isn't half bad.",NA,8,1,0.877255681632622
"m/1196221-quarantine","","False","The Sun (UK)","Fresh","4/5","2008-11-21","If you didn't catch REC fever first time round, let yourself get bitten by Quarantine. Such brilliance is an isolated incident in modern scary movies.",NA,8,1,0.877255681632622
"m/1196293-reprise","","True","Entertainment Weekly","Fresh","","2006-07-03","","A-",8,1,0.877255681632622
"m/1196293-reprise","","True","Globe and Mail","Fresh","3/4","2006-09-23","This likeable, smart Danish drama about two aspiring writers has some of the arch, extra-dry-martini quality of a Whit Stillman film, including jumping locations and a dry, ironic voice-over.",NA,7.5,1,0.660878606051666
"m/1196293-reprise","","True","St. Louis Post-Dispatch","Fresh","","2008-10-18","","A",9,1,1.31000983279453
"m/1196293-reprise","","False","Bullz-Eye.com","Fresh","4/5","2008-10-18","",NA,8,1,0.877255681632622
"m/1196293-reprise","","False","Reel.com","Fresh","4/4","2008-10-18","",NA,10,1,1.74276398395645
"m/1196432-before_the_rains","","False","The Sun (UK)","Rotten","2/5","2008-07-25","Feels as though it should be a compelling drama, yet it somehow simmers along rather frustratingly with only a couple of moments of genuine tension.",NA,4,0,-0.853760923015028
"m/1196432-before_the_rains","","True","St. Louis Post-Dispatch","Fresh","","2008-10-18","","B-",5,1,-0.421006771853116
"m/1196432-before_the_rains","","False","National Post","Fresh","3/4","2008-10-18","",NA,7.5,1,0.660878606051666
"m/1197016-mirrors","","False","The Sun (UK)","Rotten","1/5","2008-10-10","On reflection, Mirrors may have been better going straight to the DVD shelf.",NA,2,0,-1.71926922533885
"m/1197016-mirrors","","False","Total Film","Rotten","2/5","2008-10-10","There's a crippling sense of familiarity about the whole shebang that no one seems remotely bothered about fixing. Let's hope they all get seven years bad luck.",NA,4,0,-0.853760923015028
"m/1197120-oss_117_cairo_nest_of_spies","","False","Total Film","Fresh","4/5","2008-11-07","Despite a number of hilarious set-pieces, the stupidity never spoils the intrigue and by playing the pastiche game better than Austin Powers, this is an unexpected pleasure.",NA,8,1,0.877255681632622
"m/1197200-my_father_my_lord","","True","London Evening Standard","Fresh","5/5","2010-01-05","Brilliantly acted, shot with rare skill and has the force of a Biblical parable without losing its essential affection towards its characters, even Abraham. Do not miss it.",NA,10,1,1.74276398395645
"m/1197307-ballast","","False","National Post","Fresh","3/4","2008-10-01","",NA,7.5,1,0.660878606051666
"m/1197307-ballast","","True","St. Louis Post-Dispatch","Fresh","3.5/4","2008-10-01","",NA,8.75,1,1.20182129500406
"m/1197321-paris","","False","The Sun (UK)","Rotten","2/5","2008-07-25","Klapisch throws in so many characters, including Juliette Binoche as Pierre's sister Elise, that there is no time to enter fully into any of their lives.",NA,4,0,-0.853760923015028
"m/1197696-fantastic_mr_fox","","False","Rip It Up","Fresh","3.5/5","2010-01-13","Although funny and suspenseful, Wes Anderson's style may be a little too obscure to carry over to the family film genre, but that certainly won't stop those of us who grew up with the story from getting nostalgic.",NA,7,1,0.444501530470709
"m/1198124-shutter_island","","False","Birmingham Post","Rotten","","2010-03-16","Ruffalo is underused, some interior scenes resemble a bad sci-fi thriller and with little emotional engagement on offer, Shutter Island just doesn't have the legs to sustain its running time.",NA,NA,0,NA
